1403794058386598825, 8304, 0.010000, 0.660300, 0.500000
1403794058446037205, 8304, 0.010000, 0.739383, 0.500000
1403794058507239145, 8304, 0.010000, 0.739383, 0.500000
1403794058546984495, 8304, 0.010000, 0.739383, 0.500000
1403794058633010515, 8304, 0.010000, 0.739383, 0.500000
1403794058810213710, 8304, 0.010000, 0.739383, 0.500000
1403794058919539015, 8304, 0.010000, 0.739383, 0.500000
1403794059076921415, 8304, 0.010000, 0.739383, 0.500000
1403794059444229930, 8304, 0.010000, 0.739383, 0.500000
1403794059781295675, 8304, 0.010000, 0.739383, 0.500000
1403794060067209050, 8304, 0.010000, 0.739383, 0.500000
1403794060418123780, 8304, 0.010000, 0.739383, 0.500000
1403794060947788390, 8304, 0.010000, 0.739383, 0.500000
1403794061675764820, 8304, 0.010000, 0.739383, 0.500000
1403794062731848630, 8304, 0.010000, 0.739383, 0.500000
1403794064190921390, 8304, 0.010000, 0.739383, 0.500000
1403794064367524985, 8304, 0.010000, 0.739383, 0.500000
1403794067750697020, 8304, 0.010000, 0.739383, 0.500000
1403794069844942935, 8304, 0.010000, 0.739383, 0.500000
1403794071521647275, 8304, 0.010000, 0.739383, 0.500000
1403794073901915995, 8304, 0.010000, 0.739383, 0.500000
1403794074132697285, 8304, 0.010000, 0.739383, 0.500000
1403794074180448005, 8304, 0.010000, 0.739383, 0.500000
1403794074198422685, 8304, 0.010000, 0.739383, 0.500000
1403794074238461755, 8304, 0.010000, 0.739383, 0.500000
1403794074306919425, 8304, 0.010000, 0.739383, 0.500000
1403794074340870355, 8304, 0.010000, 0.739383, 0.500000
1403794074404523615, 8304, 0.010000, 0.739383, 0.500000
1403794074432630845, 8304, 0.010000, 0.739383, 0.500000
1403794074440565105, 8304, 0.010000, 0.739383, 0.500000
1403794074445223375, 8304, 0.010000, 0.739383, 0.500000
1403794074473440995, 8304, 0.010000, 0.739383, 0.500000
1403794074501953040, 8304, 0.010000, 0.739383, 0.500000
