1403531512481113335, 0.317978, 7.113468, 71,1527
1403531512569810535, 0.164697, 7.409877, 74,1528
1403531512661249735, 0.113009, 7.718611, 77,1529
1403531512773765055, 0.005927, 7.718611, 77,1530
1403531512950798850, -0.171486, 8.040248, 80,1531
1403531513074249240, -0.339104, 8.375292, 83,1532
1403531513140735475, -0.331628, 8.091278, 80,1533
1403531513152330980, -0.267963, 7.874462, 78,1534
1403531513243921955, -0.358727, 7.663451, 76,1535
1403531513326461240, -0.390245, 7.458093, 74,1536
1403531513368434540, -0.372418, 7.258230, 72,1537
1403531513407966935, -0.318310, 7.027194, 70,1538
1403531513459447925, -0.281973, 6.803506, 68,1539
1403531513500139395, -0.219612, 6.586936, 65,1540
1403531513529688280, -0.108933, 6.515182, 65,1541
1403531513543395660, 0.058685, 6.553416, 65,1542
1403531513552987410, 0.198502, 6.683503, 66,1543
1403531513633952910, 0.048077, 6.536716, 65,1544
1403531513746328530, 0.082857, 6.568130, 65,1545
1403531513776818290, 0.077759, 6.599693, 65,1546
1403531513798885730, 0.163293, 6.707461, 67,1547
1403531513834337330, 0.176392, 6.759605, 67,1548
1403531513883454050, 0.180388, 6.812148, 68,1549
1403531513951101955, 0.143859, 6.865098, 68,1550
1403531514012815585, 0.072405, 6.918445, 69,1551
1403531514023939955, 0.072405, 6.968538, 69,1552
1403531514109457410, -0.028334, 7.018981, 70,1553
1403531514189975205, -0.033548, 7.069781, 70,1554
1403531514265268840, -0.062161, 7.120951, 71,1555
1403531514316835340, -0.057060, 7.172488, 71,1556
1403531514329820240, -0.038224, 7.145072, 71,1557
1403531514375490190, -0.064297, 7.104291, 71,1558
1403531514396744730, 0.053337, 7.063742, 70,1559
1403531514421136560, 0.102414, 7.023417, 70,1560
1403531514509436030, 0.120867, 7.095313, 70,1561
1403531514553691880, 0.005027, 7.095313, 70,1562
1403531514658196120, -0.055993, 7.167955, 71,1563
1403531514672733450, 0.099646, 7.241344, 72,1564
1403531514709364600, 0.175695, 7.313485, 73,1565
1403531514767899190, 0.191000, 7.386331, 73,1566
1403531514801921290, 0.109101, 7.459914, 74,1567
1403531514900363705, 0.061625, 7.534217, 75,1568
1403531514979963920, -0.087982, 7.609284, 76,1569
1403531515068865200, -0.153658, 7.685096, 76,1570
1403531515122141320, -0.157068, 7.761673, 77,1571
1403531515232223770, -0.205038, 7.839013, 78,1572
1403531515341978940, -0.207037, 7.917123, 79,1573
1403531515419651825, -0.355614, 7.996033, 79,1574
1403531515476955945, -0.411096, 8.075724, 80,1575
1403531515519337115, -0.381762, 7.743758, 77,1576
1403531515544788060, -0.309140, 7.504368, 75,1577
1403531515559183805, -0.149517, 7.217901, 72,1578
1403531515628237155, -0.141925, 6.942371, 69,1579
1403531515655139495, -0.008508, 6.942371, 69,1580
1403531515697889075, -0.000857, 6.942371, 69,1581
1403531515728426235, 0.095178, 6.677358, 66,1582
1403531515739701965, 0.258935, 6.850258, 68,1583
1403531515761813425, 0.393592, 6.588766, 65,1584
1403531515797902265, 0.433397, 6.759371, 67,1585
1403531515819360225, 0.524258, 7.113737, 71,1586
1403531515849634505, 0.466269, 7.422030, 74,1587
1403531515889251195, 0.367438, 7.743666, 77,1588
1403531515926665795, 0.416650, 8.079247, 80,1589
1403531515939469775, 0.438336, 8.433389, 84,1590
1403531515969062785, 0.489979, 8.798852, 87,1591
1403531515998185695, 0.513806, 9.165421, 91,1592
1403531516029458645, 0.428923, 9.614455, 96,1593
1403531516063746775, 0.361600, 10.085497, 100,1594
1403531516116902285, 0.326426, 10.579621, 105,1595
1403531516160522255, 0.234053, 10.924936, 109,1596
1403531516193682905, 0.222079, 11.281513, 112,1597
1403531516255961705, 0.185599, 11.649734, 116,1598
1403531516288674795, 0.199398, 12.029979, 120,1599
1403531516348532925, 0.066528, 12.269836, 122,1600
1403531516388182385, 0.030463, 12.514480, 125,1601
