1403531512491783265, -0.766867, 28.443146, 284,1519
1403531512585996050, -0.736423, 26.168379, 261,1520
1403531512678207775, -0.705345, 24.075531, 240,1521
1403531512736638080, -0.657190, 22.150055, 221,1522
1403531512798846075, -0.622624, 20.694391, 206,1523
1403531512897014825, -0.606201, 19.334400, 193,1524
1403531512994277110, -0.595705, 18.063787, 180,1525
1403531513051816890, -0.546024, 16.876675, 168,1526
1403531513120627200, -0.505114, 15.767560, 157,1527
1403531513201825540, -0.504692, 14.731337, 147,1528
1403531513261822045, -0.456115, 13.763211, 137,1529
1403531513347444550, -0.451433, 12.858711, 128,1530
1403531513393551740, -0.407057, 12.013658, 120,1531
1403531513440733140, -0.391767, 11.224134, 112,1532
1403531513484149440, -0.362774, 10.486498, 104,1533
1403531513580021190, -0.361859, 9.797341, 97,1534
1403531513608164900, -0.261867, 9.153475, 91,1535
1403531513701255140, -0.287479, 8.822256, 88,1536
1403531513734321945, -0.228530, 8.503023, 85,1537
1403531513955245775, -0.247129, 8.195345, 81,1538
1403531513992025315, -0.282523, 7.898797, 78,1539
1403531514080057205, -0.283490, 7.612978, 76,1540
1403531514200216650, -0.337989, 7.337506, 73,1541
1403531514253298875, -0.346397, 7.072001, 70,1542
1403531514292988110, -0.339152, 6.816102, 68,1543
1403531514359517195, -0.320895, 6.569460, 65,1544
1403531514451621515, -0.418318, 6.331748, 63,1545
1403531514534217195, -0.412989, 6.102634, 61,1546
1403531514612571765, -0.465181, 5.881817, 58,1547
1403531514643971655, -0.411788, 5.668987, 56,1548
1403531514817073125, -0.420409, 5.463856, 54,1549
1403531514856589195, -0.364870, 5.266151, 52,1550
1403531514885562215, -0.256171, 5.131248, 51,1551
1403531514929395040, -0.131716, 5.063661, 50,1552
1403531515027325525, -0.201771, 4.996970, 49,1553
1403531515046578930, -0.068582, 4.962699, 49,1554
1403531515057505050, 0.087707, 5.006226, 50,1555
1403531515167573700, 0.075416, 5.050136, 50,1556
1403531515208337820, 0.108044, 5.094430, 50,1557
1403531515258291490, 0.102984, 5.139113, 51,1558
1403531515307248030, 0.161732, 5.184188, 51,1559
1403531515325323315, 0.260676, 5.319327, 53,1560
1403531515333827620, 0.318696, 5.488852, 54,1561
1403531515365696750, 0.304890, 5.663771, 56,1562
1403531515380898690, 0.474432, 5.932479, 59,1563
1403531515413519905, 0.404867, 6.213921, 62,1564
1403531515442927490, 0.341142, 6.508710, 65,1565
1403531515476611855, 0.479211, 6.730740, 67,1566
1403531515493377190, 0.526241, 7.084939, 70,1567
1403531515522519750, 0.584755, 7.326600, 73,1568
1403531515593083320, 0.567437, 7.576468, 75,1569
1403531515662877380, 0.418734, 7.834856, 78,1570
1403531515699766620, 0.327701, 8.162888, 81,1571
1403531515712558340, 0.341507, 8.441656, 84,1572
1403531515788515890, 0.194330, 8.729945, 87,1573
1403531515829511340, 0.168078, 9.028090, 90,1574
1403531515864042830, 0.147480, 9.161237, 91,1575
1403531515901917870, 0.078776, 9.296366, 92,1576
1403531515923885470, 0.116507, 9.404675, 94,1577
1403531515961584640, 0.085268, 9.478785, 94,1578
1403531516018008240, 0.091907, 9.553483, 95,1579
1403531516051127370, 0.166704, 9.641311, 96,1580
1403531516116531490, 0.118148, 9.729944, 97,1581
1403531516158274630, 0.014545, 9.819386, 98,1582
1403531516189654900, 0.086579, 9.909657, 99,1583
1403531516232957940, 0.084610, 9.995468, 99,1584
1403531516285518380, 0.088846, 10.082025, 100,1585
1403531516328944025, 0.075387, 10.169324, 101,1586
1403531516360981400, 0.016887, 10.257377, 102,1587
1403531516417865340, -0.018775, 10.274721, 102,1588
1403531516457645110, 0.010624, 10.292069, 102,1589
1403531516493491080, -0.004298, 10.292069, 102,1590
1403531516560363220, -0.004995, 10.292069, 102,1591
1403531516582683270, 0.098608, 10.287641, 102,1592
1403531516629102940, 0.063815, 10.283214, 102,1593
1403531516685669435, 0.057467, 10.348827, 103,1594
1403531516722036920, 0.025153, 10.374858, 103,1595
1403531516775986890, 0.004937, 10.374858, 103,1596
1403531516823959810, -0.036042, 10.441051, 104,1597
1403531516867854550, -0.015872, 10.403415, 104,1598
1403531516915208250, -0.026447, 10.386898, 103,1599
1403531516958861380, -0.051299, 10.370404, 103,1600
1403531517015922185, -0.036929, 10.353941, 103,1601
1403531517061514810, -0.154543, 10.337502, 103,1602
1403531517124956400, -0.135870, 10.321090, 103,1603
1403531517159278470, -0.159293, 10.180860, 101,1604
1403531517199855940, -0.146800, 10.042530, 100,1605
1403531517232426440, -0.096140, 9.906079, 99,1606
1403531517280919030, -0.093397, 9.810840, 98,1607
1403531517349585345, -0.127778, 9.716515, 97,1608
1403531517396809265, -0.132959, 9.623096, 96,1609
1403531517429511205, -0.096959, 9.530575, 95,1610
1403531517457708335, -0.028937, 9.438945, 94,1611
1403531517498619095, -0.013377, 9.411627, 94,1612
1403531517552516425, -0.047527, 9.384387, 93,1613
1403531517601932465, -0.032321, 9.339782, 93,1614
1403531517685654845, -0.063986, 9.295394, 92,1615
1403531517719370165, -0.119335, 9.251217, 92,1616
1403531517776378750, -0.115858, 9.207250, 92,1617
1403531517793655765, -0.036131, 9.173983, 91,1618
1403531517851798375, -0.051231, 9.140836, 91,1619
1403531517883983205, -0.050336, 9.107809, 91,1620
1403531517936712215, -0.116547, 9.061965, 90,1621
1403531517959536185, -0.040519, 9.025247, 90,1622
1403531517983211325, 0.059468, 8.979829, 89,1623
1403531518028223185, 0.066380, 9.033241, 90,1624
1403531518067110655, 0.102076, 9.086974, 90,1625
1403531518090548515, 0.203502, 9.141026, 91,1626
1403531518119999145, 0.249803, 9.327053, 93,1627
1403531518151516935, 0.241342, 9.560049, 95,1628
1403531518197135475, 0.259504, 9.798864, 97,1629
1403531518252130665, 0.209138, 10.043639, 100,1630
1403531518283597445, 0.261901, 10.294526, 102,1631
1403531518328244665, 0.176712, 10.551675, 105,1632
1403531518367512705, 0.104098, 10.815251, 108,1633
1403531518400223855, 0.139119, 11.085413, 110,1634
1403531518445564635, 0.199148, 11.200813, 112,1635
1403531518476596105, 0.107271, 11.423872, 114,1636
1403531518508846350, 0.095993, 11.651353, 116,1637
1403531518555901255, 0.053206, 11.883363, 118,1638
1403531518588662425, 0.088099, 12.119976, 121,1639
1403531518620044805, 0.141926, 12.291990, 122,1640
1403531518648274615, 0.155505, 12.536764, 125,1641
1403531518705358785, 0.190759, 12.731700, 127,1642
1403531518758825785, 0.140057, 12.974538, 129,1643
1403531518798554775, 0.117666, 13.222016, 132,1644
